Statement,Impact,StateLength
"Part time අරගලකරුවෝ...අසනීප වෙලා, mentally වැටිලා, ආයේ නැගිටලා, ආයේ එනවා",Negative,72
Oncall duty මැද්දේ වුවද වරින් වර හෝ match එක බලන්නට යෙදුණේ ක්‍රිකට් වලට ඇති කැමැත්ත සහ තරුණ වුවද දක්ෂතාවයන්ගෙන් ඉහළ ම තැන සිටින අපේ කණ්ඩායම ගැනවූ දැඩි විශ්වාසය නිසයි.,Positive,167
"ඒ හින්ද තුන්වෙනි පාර හරි කරල AL Pass වෙන්න. ඒකෙ වටිනකම කවදහරි තේරෙයි.
අන්න එදාට ඔයා පස්සෙ කාලෙක Online Entrepreneur කෙනෙක් වුණත් ඒ කරන දේට Value එකක් එනවමයි..",Positive,159
"2005 වසරේ අපේ ජීවිත මේතරම් වෙනස් වෙයි කියල දන්නැතුව සිරස SUPER STAR ගායනා තරගයට ආපු අපි, 2022 වසරේ ආපහු එකට, පොඩි වෙලාවකට හරි එකතුවුනාම තියෙන සතුට කියාගන්න බැරි තරම්.",Positive,166
ලෝකයේ ප්‍රථම වරට බන්ධනාගාර පරිශ්‍රයක් තුල සිදුකළ එකම පෝදා සදහම් වැඩසටහන සිදු කිරීමට මාගේ Harindra Jayalal YouTube නාලිකාවට ලැබුණු අවස්ථාව මහත් ගෞරවයක් සේම භාග්‍යයක් ලෙස සළකමි..,Positive,176
හුදෙකලාව අත්විඳින්න ඉගෙන ගැනීම කියන එක මනුස්සයෙකු තමන් ගේ ජීවිතය තුළ ලබා ගත යුතු ම skill එකක්..,Positive,95
"Social media block කරලා Curfew දාලා රටේ ප්‍රශ්ණ විසදන්න පුලුවන් කියල හිතන, බියගුලු නාකි හිවල්ලුත් ඉන්නවා එහෙනම්.",Negative,112
බුකර් සම්මානය ලබපු The Seven Moon කෘතියේ pdf එක හැමතැනම share වෙනවා. කීප දෙනෙක් මටත් එවලා තිබුණා.මම ඊයෙම පොත ඕඩර් කළා. මම ඒක එනකල් ඉදලාම කියවනවා. pdf එක කර්තෘගේ අනුමැතියෙන් තොරව එළියට ආපු “හොර කොපියක්”. EBook එක ඕන්නම් සල්ලි දීලා අරගන කියවන්න.,Negative,244
"වස් කීපයකට කලින් කිව්ව වගේම මේ කාලෙ පොඩ්ඩක් පරිස්සමෙන් තමන්ගෙ profile, pages පාවිච්චි කරන්න. නැති වුණොත් ගන්න අමාරුයි. මොකද Meta Pro Support Center එක දුවන්නෙත් outsourced company එකකින් වෙන්න ඕනෙ.",Negative,197
ලංකාවේ පළවෙනි..... එක්කො ඕනෙ නෑ... 🤣 එන්න අපි නටමු 🤣 Late for trends as always 🤓🤣 Dinakshie Priyasad,Negative,100
"මගේ කලින් පෝස්ට් එකේ කිව්වා වගේ මේවා අහනකොට ""මූව මැරුවත් මදි"" කියන සිතිවිල්ල මතු වෙනවා නේද? අනේ, ඒක අපේ මේ ethical business ගැන තියෙන concern එක මිසක්කා ඉරිසියාව කුහකකම වෛරය එහෙම නෙවෙයි. ",Negative,187
"Anuradhapura!!! See you on the 25th!!!
අනිද්දා set වෙමු!!! ♥️",Positive,62
"හීන රටේ කින්නරාවී ♥️ කවුද මේ හීනේ නවතින්න ආස? 😂 
I love how almost all My friends are Multitalented, for an example, මේ දරුවා උදේට cricket ගහනවා රෑට සිංදු කියනවා ♥️",Positive,165
Sirasa Tv Live morning talk show ජීවිතයට ඉඩ දෙන්න with my dearest Thaththi.,Positive,75
කෑම සුපිරී 👌🏻 Very Friendly staff and quick serving👩‍🍳  view එක මරු 🏔 Clean and Comfortable rooms 🔥 කැමති අයට bicycle ride එකක් උනත් යන්න පුලුවන් 🚴 Lake view එකත් එක්ක හොද table එකක් තියෙනවා. මරු පොට් එක.,Positive,204
"මහන්සි වෙලා results එකක් දැම්මා නම් එක හොදට සමරපං. ජිවීතේටම එකම එක පාරයි මෙහෙම දෙයක් එන්නේ.
",Positive,92
"අත්සන check කරන මිස් අද නිවාඩු! හෙට එන්න.
Typical Sri Lankan Goverment Shi*t 🥴",Negative,79
"Hehe බංගලදේශ් කියන්නේ මහ චාටර් රටක් 🙂👍🏼
මෙහෙන් දෙයක් export කරන්න ගියාම කව්ළු අංක 1 සිට 500 දක්වා තැන් වලින් අවසරපත්‍ර අරගෙන යටිනුත් ගානම් දෙම්න වෙනවා ",Negative,152
"දලා තියෙන title එක බලපන්කෝ 🤣 රෙදි ඉල්ලේ 😂
“Bankrupt Sri Lanka” 😂 තම අනේ කමක් නැ හොරා කෑවට කියන අය ඉන්නව නේ 😂",Negative,109
IOC එක ලාබ ලබනකොට Ceypetco එක පඩු ලබන රටක් 🥴👍🏼,Negative,46
"මිනිස්සු කන්න නැතුව ඉන්නවා,  Indian loan එකෙන් ඩොලර් මිලියන 750කට යකඩ ගෙන්නන්න හදනවා! 
මෙකට කියන්නේ රට හදන එකටද besik-putoo 😡",Negative,126
මේ තරම් ආදරෙන් අපිත් එක්ක එකතු වෙන්න ආව හැමදෙනාටම බොහොමත්ම ස්තූතියී. Love you all,Positive,81
ස්පන්දන Melbourne ටිකට් විකිණී අවසන්. ටිකට් ගත්  860 දෙනාටම ගොඩක් ආදරෙයි,Positive,72
මං චූටි කාලේ ඉඳන් මං වැඩියෙන්ම අඳින්න ආස sarees... ඔයා?,Positive,55
අපේ ROOM MAKEOVER එකේ TRAILER එක,Positive,32
The පුංචි පැංචි Mommy Club,Positive,26
"සාමනයෙන් මම වීකෙන්ඩ් එකේ කුඩු වෙන්න බීලා කරන ඇක්ටිවිටි එකක් තමයි, ඉන්ස්ටා එකේ ගැනුන්ට මැසේජ් කරන එක. හැබැයි සීන් එක තියෙන්නේ කවුරුත් මට reply කරන්නේ නැහැ.",Negative,155
මෙක නොබලා JUNGLE BEACH එන්න එපා. Jungle Beach නිරුවත.,Negative,53
ඇයි අනෙ මෙහෙම මල කොලම් හිතට අරං නලවන්න ගිහින් එක too much වෙලා,Negative,62
"IMF වට්ටෝරුව ගිල්වලා, මහජනතාව ආවේගශීලී කරලා විදේශ සාම සාධක හමුදාවකට පාර කපන ගමන නවතමු!",Negative,86
"බැන්ඳ කෙනෙක් හරි එන්ගේජ් වෙච්ච කෙනෙක් හරි bestman හෝ bridesmaidට යන්න හොඳ නෑ. ජෝඩුවට වස් වදිනවලු, එහෙම හොද නෑලු",Negative,111
2022 ගන්න පුලුවන් Ultimate Apple Smart Mobile Gear එක. අරං එන ගමන්...කලින් iPhone 14 වීඩියෝ එක නොබලපු අය YouTube එකෙන් බලන්න...,Positive,127
